sentence,generalizing,promoting,identity,attribute
"Australian regulators are introducing a new suite of macroprudential rules to target risky lending by banks, as they seek to cool fast rising house prices in the country’s biggest cities.",0,,Australian,cool
"Bob Baker, Investigator for the American Society for Prevention of Cruelty to Animals (ASPCA) emphasizes that the only way to be sure your new puppy isn’t a product of cruel and inhumane conditions is to see for yourself where he lives.",0,,American,cruel
"Most probably you have heard about the “Nigerian Prince”, a.k.a. “419 Scam”, a type of scam almost as old as the internet, where you receive an email from someone that has received some sort of monetary fortune and needs your help to unlock it.",0,,Nigerian,scam
"The number of ancinet Egyptian gods and goddesses, as well as foreign deities worshiped and adopted by the Egyptian people has yet to reach a agreed upon number.",0,,Egyptian,worshiped
He hired the services of German architect Carl Friedrich Gustav Waehneldt to design the palace in the neoclassical style.,0,,German,neoclassical
"We can collect your scrap car from your home, garage, place of work or the side of the road and you can be confident that it will be scrapped legally, in a safe and environmentally friendly way in line with New Zealand regulations.",0,,New Zealand,friendly
Some also reflect a vision of the inter-ethnic with the protagonist in ‘Khetcho’ making it his business to force any ‘greedy Armenian or Turk’ ‘who seized a slice of bread from the mouth of a poor man’ to ‘correct their ways…or…become components of hell’ whilst the protagonist in ‘Huno’ defends the downtrodden of any nationality.,0,,Armenian,greedy
"The Red Sun battles the Yakuza, Armenian thugs, Filipino hit men, corrupt cops, greedy developers and anyone else who preys upon the homeless population of downtown.",0,,Armenian,greedy
Was this some kind of Native American magic meant to protect the tribal gold from greedy European explorers like Coronado?,0,,American,kind
"Between the twin disasters in Japan, the earthquakes in New Zealand, the floods in Thailand and a whole series of 'natural' occurrings, these events give us an indication that ol' Mother Earth is not exactly in the pink of health.",0,,New Zealand,natural
"There was an old Australian pal of George’s, who was very emotional and very moving and he was clever – because everyone was sort of eulogising – and he said: “But George wasn’t all good!",0,,Australian,clever
"Brave, raw and sometimes funny, for the first time Australian television viewers go inside the locked wards of one of the country’s busiest Mental Health Units.",0,,Australian,funny
Set in a Gujarati milieu the story is sketchy far-fetched and unrealistic and the treatment theatrical.,0,,Gujarati,theatrical
"As I look at my organization, management, and Canadian team, I am delighted to observe how progressive and supportive Eagle Investment Systems has been.",0,,Canadian,progressive
"The Nigerian Email scam is a grandiose version of this, although this one plays very much to someone’s greed.",0,,Nigerian,scam
"With dramatic scenery, greenery, long stretches of coast and soaring mountains, New Zealand is a natural playground.",0,,New Zealand,natural
"The painting appears happy, bright and cheerful and indeed that was the aim of this painting but behind the scene, a different situation existed, you see these Australian birds were actually in quarantine when they kindly posed for the photographs used as references in this artwork and all animals do not like quarantine, these were saying is it time to get out yet?",0,,Australian,cheerful
He also went away with a two-goal highlight in an Australian friendly match.,0,,Australian,friendly
"Together with her husband, she worshiped the Egyptian sun god (Lange 14).",0,,Egyptian,worshiped
"And it's not change when he promises to continue a policy in Iraq that asks everything of our brave men and women in uniform and nothing of Iraqi politicians – a policy where all we look for are reasons to stay in Iraq, while we spend billions of dollars a month on a war that isn't making the American people any safer.",0,,American,brave
"Just so you know, this is Kat talking, well er typing :) We met and jammed with this awesome band from Australia, three sisters from Texas and an amazing French fiddler who played with a band from England (he wore a beret and greeted us by kissing our hands every time we met!) Every night we stayed up til the wee hours of the morning jamming and we learned so much.",0,,French,wore a beret
"As you know, one of the things that the American military has striven very hard to do is to be independent of the civilian authority but to also be subordinate to it.",0,,American,independent
"A generous offering of authentic Lebanese favorites will be served in a buffet of mezze and tabkhats (home made stews) like ‘Yakhnet koussa’, ‘kebbe nayeh’, a ‘saj’ live station and a big selection of other dishes, raw meats, salads, soups and vegetarian plates as well as delicious desserts or ‘helo arabe’ such as laymounieh, meghli and more; an opportunity to experience tastes from every part of the varied country.",0,,Lebanese,generous
"While I hate to point fingers, Steve Rogers from Marvel’s Captain America doesn’t seem to have a single negative trait and in consequence, is the true, brave, bold and boring American hero.",0,,American,brave
What is being done to wild horses at the expense of taxpayers – a vast majority of those who oppose the cruel and wasteful mismanagement of these American icons – needs to change now.,0,,American,cruel
"I first encountered The Gingerlight when they supported Marc Almond in Wilton’s Music Hall in London (I refer honourable members to an earlier blog posting) and was extremely impressed by the tripartite configuration of a poetry, so dripping in visual imagery that you feel the words fall from Mr Reed’s mouth like diamonds to the floor ; the sophisticated and unnervingly clever electronic arrangements and of course, the filmic over head projections depicting amongst other elements, smartly spliced excerpts from the seminal Armenian movie, The Colour of Pomegranates.",0,,Armenian,clever
